"Title","PMID","cell_name","Cell_Type","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200"
"Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer",31588021,"T cell/CD4-C5-GZMA/CD8-C2-GZMA_PMID_31588021","T cell","STMN1","HMGB2","HIST1H4C","MKI67","CCL3","KIAA0101","HMGN2","NUSAP1","TUBA1B","HLA-DRA","CENPF","GZMB","H2AFZ","PTTG1","FABP5","HLA-DRB1","HMGB1","DUT","UBE2C","TYMS","CKS1B","TOP2A","RANBP1","TMPO","SMC4","PCNA","CALM3","ANP32B","CDK1","ASPM","H2AFV","DEK","PSMA4","MT2A","RAN","NUCKS1","IDH2","RRM2","ACTG1","C12orf75","ZWINT","CENPM","TK1","CD74","TPI1","GZMA","EZH2","LGALS1","GTSE1","BIRC5","HLA-DPB1","HLA-DRB5","NCL","ARPC2","HN1","FEN1","ANP32E","MT1E","APOA2","ARPC5","HNRNPAB","SMC2","SLC25A5","HLA-DPA1","COTL1","PSMB9","PRC1","HNRNPR","IFI16","YBX1","IGLC2","MCM7","CFL1","PGAM1","SNRNP25","DNMT1","CENPW","PSME2","DHFR","XRCC5","USP1","ATP5G3","CARHSP1","DDX39A","RPA3","SUB1","ARPC5L","ACTR3","CCDC167","DNAJC9","PFN1","CLSPN","ITM2A","AURKB","SNRPD1","HNRNPF","COX5A","TPM4","TPX2","HELLS","PKM","CORO1A","NASP","RAD21","SMC1A","LAG3","CD8A","SUMO2","APOBEC3G","ENO1","KIF20B","ATAD2","PSMB8","MAD2L1","YWHAQ","CAP1","SRSF3","ARPC1B","MCM3","PPP1CA","HMGB3","NKG7","PPIA","TPM3","CALM2","PDIA6","PSMA7","HLA-DMA","CDKN3","DTYMK","PARP1","GMNN","UBE2L3","PTMA","HSPB11","THRAP3","LSM5","SNRPB","VIM","BANF1","YWHAE","PA2G4","CKS2","TMEM106C","SMC3","PSMB2","ANAPC11","STRA13","HMGN1","LSM4","CLTA","HP1BP3","SIVA1","CBX3","HNRNPA2B1","CCNA2","COX8A","H2AFY","DUSP4","BUB3","FAM49B","ARPC3","MIR4435-2HG","CENPK","EZR","PSMB6","CAPZA1","DBI","RNF19A","CDKN2A","IGKC","UBE2T","ID3","RALY","ARL6IP1","PPP4C","ITGB1BP1","PARK7","LMNB1","KIF22","PSMB3","PRDX3","EIF5A","OAZ1","ZDHHC12","SEPT7","SRRT","HNRNPC","VDAC1","SLBP","WDR1","RBM3","PSMD8","HNRNPA3","IGHG4","NME1","SERBP1","LDHA","SNRNP40","PSMA1"
"Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer",31588021,"T cell/CD4-C6-CCR7_PMID_31588021","T cell","CCR7","GPR183","GLTSCR2","PABPC1","SELL","EIF3E","C6orf48","NOSIP","AREG","KLF2","SARAF","TPT1","SNHG8","EEF2","TCF7","SOCS3","IL7R","ARID5A","TOMM7","SLC2A3","NACA","BIRC3","PIK3IP1","HBA2","SF1","ZNF90","EIF4B","GNB2L1","ZFAS1","EIF3L","STAT3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer",31588021,"T cell/CD4-C4-CTLA4_PMID_31588021","T cell","TNFRSF4","TNFRSF18","AC133644.2","DUSP4","TIGIT","BATF","LAIR2","PMAIP1","CTSC","UCP2","ICA1","IL32","CARD16","S100A4","IL2RA","TBC1D4","CD27","PKM","CD74","ARID5B","TNFRSF1B","PHLDA1","GPX1","RGS2","CORO1B","DNPH1","UBC","TYMP","HLA-DRB1","RGS1","COX17","SAT1","SH2D1A","MAF","LINC00152","HLA-A","GBP2","LYST","PHPT1","TRAC","PARK7","RBPJ","NR3C1","HLA-DRB5","ARL6IP5","LTB","FKBP1A","PGAM1","CST7","TXN","TMEM173","SIT1","OAZ1","BST2","BRK1","ICOS","CD2","HSPB1","GLRX","ARPC1B","SMS","ITM2A","LAMTOR2","SOD1","C4orf48","ATP5G1","LSP1","IFI6","DUSP2","IL2RG","TRBC2","SAMSN1","HLA-DPB1","NEAT1","TRAPPC1","SRGN","CMTM6","C9orf16","CDK2AP2","PSMB8","VOPP1","DYNLL1","YWHAH","RBX1","COX5B","UBE2N","MYL6","ROMO1","PSMD8","HLA-C","RHBDD2","TMBIM4","HBB","PFN1","RAC1","TCEB2","KLF6","SEC61B","SFT2D1","HERPUD1","RHOC","PRDX1","TNIP1","S100A6","NDUFAF3","LGALS1","TPI1","HLA-DRA","MT1X","HCLS1","NDUFA4","CHMP2A","VAMP8","DYNLRB1","NDUFA11","FIS1","MIEN1","TMEM50A","RNF213","ZNHIT1","ISCU","YWHAQ","HLA-DPA1","ATPIF1","NOP10","ZNF706","SUMO2","DOK2","PRDX2","KRT10","CNIH1","CSTB","RHOG","NDUFB8","PIM3","JUN","PPM1G","SNX3","PDIA6","YWHAB","UQCR11","LAT","CHURC1","TAP1","HN1","ATP5G3","COPE","SIAH2","PIM2","CACYBP","COX6A1","FKBP8","PAIP2","NDFIP1","NDUFV2","ATP5J2","SRP14","EIF4E","MDH2","PPP4C","RORA","LAMTOR5","VMP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer",31588021,"T cell/CD8-C1-GZMK_PMID_31588021","T cell","CCL5","CCL4","KLRB1","GZMH","HSPA1A","S100A4","ALOX5AP","ANXA1","ID2","CD69","NKG7","CD52","SH3BGRL3","S100A11","UBC","CST7","JUN","DUSP2","GZMA","S100A6","AC092580.4","DNAJB1","IL32","CXCR4","ISG15","TNFAIP3","CYBA","CD2","ITM2B","CD99","HLA-C","CKLF","PPP1R15A","APOBEC3G","KLF6","HLA-B","PHLDA1","RARRES3","MYL12A","S100A10","RGS1","HLA-A","TMSB4X","HCST","HLA-DPA1","CRIP1","CCDC107","DUSP1","GPR65","TUBA4A","LCP1","ITGB2","BAX","TMEM50A","FOSB","YWHAQ","MYL12B","MCL1","PSME1","CTSW","RBPJ","CD63","FOS","IL2RG","IDS","VIM","EMB","PSME2","HSP90AA1","HLA-DPB1","TSPO","CD3D","TRAC","MYL6","UBB","IER2","RGCC","PFN1","CD3G","NFKBIA","DNAJA1","CORO1B","ARL6IP5","CLIC1","CD74","CITED2","CD53","TPM3","PLP2","LY6E","LINC00152","CFL1","NEAT1","PSMA7","TAGLN2","PPIB","MT2A","VAMP8","EMP3","NDUFB2","LCK","DUSP4","COTL1","ATP6V0B","HSPH1","C9orf142","LGALS1","NDUFB8","SAMSN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer",31588021,"T cell/CD8-C3-GNLY_PMID_31588021","T cell","GNLY","GZMA","TYROBP","FCER1G","KLRC1","GZMB","TRDC","NKG7","GSTP1","XCL2","CCL5","HOPX","LGALS1","CCL3","XCL1","KLRD1","CTSW","PRF1","CCL4","CD63","KRT86","TNFRSF18","CD7","LAT2","AC092580.4","MATK","KLRB1","KRT81","CAPG","CTSD","B3GNT7","CD9","KIR2DL4","ID3","CD247","SPRY1","IL2RB","ID2","CD83","KLRC2","ENO1","SERPINE2","STARD3NL","CMC1","TPI1","RGS16","FGR","LSP1","MAFF","ACP5","CCND2","REL","GEM","NME1","NDFIP2","TMIGD2","CKLF","RUNX3","PPP1CA","CD38","HCST","SNRPD1","CEBPB","APOBEC3G","CFL1","TYMS","TIMM13","NFKBIA","STMN1","PSME2","DBI","CLEC2B","ITGA1","BST2","POLR2G","LDLRAD4","CLIC1","COX5A","PSMA4","NCAM1","CLDND1","ATP5J2","PRDX5","SNRNP25","SNRPB","ARPC5L","HSPB11","NDUFB6","CBX3","PFN1","COTL1","DSTN","TMX4","PRELID1","IL32","RANBP1","MAP3K8","GADD45B","FABP5","CST7","BZW1","POLR2L","SEC11A","KIAA0101","AREG","ERH","LMO4","RALY","ARPC2","EVL","IKZF3","PPP1R18","ARPC3","SAR1A","APOBEC3C","RNASEH2B","LY6E","PTPN7","ACTG1","IDH2","HMGN2","ATP5I","SRM","TMED9","SERBP1","RAC2","H2AFY","NDUFA13","H2AFX","GPR65","SRI","SET","MAP2K3","PARP1","HMGB2","PHB","MCM5","DRAP1","EIF5A","EIF3J","COPZ1","ARPC4","FOSL2","PSMB3","TUBA1B","VAPA","SNX10","NOP10","SLC25A5","BHLHE40","LCP1","PIN1","ATP5J","CALM3","NAA38","COMMD7","ITM2A","RHEB","NHP2","NDUFV1","CD96","BID","RAN","UBE2F","NDUFS6","NAA10","COX6C","SLC16A3","ZC3H12A","RHOA","PPIB","NINJ1","SEPT2","TGFB1","FOSB","HMHA1","TLN1","PSMC3","PA2G4","CISD3","TCEB2","DBNL","EFHD2","SYTL3","TMSB4X","ISG15","NDUFB11","MPG","NDUFS8","LAGE3","CRIP1","DUSP2","CALR","GNAI3","ACTN4","ACTR2","CD69","GLIPR2","CMTM3","UBB"
"Tumor Cell Biodiversity Drives Microenvironmental Reprogramming in Liver Cancer",31588021,"T cell/CD8-C2-GZMA_PMID_31588021","T cell","IGLC2","IGKC","IGHG3","STMN1","TUBA1B","HIST1H4C","HMGB2","TOP2A","UBE2C","KIAA0101","HMGN2","ARL6IP1","CDK1","CKS1B","H2AFZ","CENPF","RRM2","HMGB1","NUSAP1","BIRC5","CALM2","TYMS","ANP32E","C12orf75","MAD2L1","HNRNPH1","PTTG1","CDC42","SMC4","HLA-DRB1","PCNA","CBX3","HLA-DRA","HN1","DUT","LINC00152","LGALS1","DEK","TPI1","MT2A","MKI67","NUCKS1","H2AFV","RANBP1","CCL4","COX8A","ZWINT","TK1","SPC25","CRIP1","YWHAH","AURKB","CD74","CKS2","PFN1","CALM3","PPIA","RAN","NUDT1","KIFC1","CFL1","ANAPC11","GTSE1","TMEM106C","CARHSP1","NKG7","RPA3","UBE2T","TMPO","PSMB9","SIVA1","EIF4E","IFNG","RBX1","COTL1","PSMA4","ARPC5","STRA13","ANXA2","CCDC167","CENPA","CLSPN","ASF1B","NAA38","AC092580.4","PRDX1","CAPZA1","DTYMK","UBE2S","HLA-DPA1","HMGA1","MIR4435-2HG","RAD21","CEP55","CCNA2","LBR","CENPM","CORO1A","KIF20B","PSME2","RBBP4","CKLF","CDKN3","ANXA5","AP2S1","HLA-DPB1","LSM4","BUB3","IDH2","GZMA","ENO1","GNG5","CENPW","SNRPD1","ITM2A","HMGN1","SET","PKM","AURKAIP1","DDX39A","PGAM1","DNAJC9","PA2G4","ATP5G3","SNRPG","TXN","SRP9","SNRPB","POMP","CLTA","SLC25A5","TUBA1C","APOBEC3C","SUMO2","CLIC1","DCK","HNRNPM","COX17","KPNA2","HNRNPAB","NME1","H2AFX","TFDP1","DCTN3","PSMB3","BLOC1S1","ROMO1","CDK2AP2","LSP1","SKA2","TCEB2","ANP32B","PSMC3","CSNK2B","ATP5J2","ATP5B","PPP1CA","MZT2B","UQCRQ","YWHAE","EIF2S2","TMX1","DBI","ERH","CENPK","PRDX6","ACYP1","HP1BP3","NASP","TMEM258","EIF5A","UBE2N","FABP5","PSMB2","NCL","SMS","SNRNP25","KIF22","CDT1","NDUFS8","TPM3","MZT1","HLA-DMA","CTSW","HLA-DRB5","ARPC5L","PHF19","DNMT1","ATP5I","HSPA1B","UBE2A","LSM5","HNRNPA2B1","CCL5","HNRNPF","ARPC2","SMC2","NMT1","MAD2L2","H2AFY"
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/0_PMID_32976798","T cell","CD69","LTB","TXNIP","S100A4","CD52","GPR183","KLRB1","FOS","XIST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/1_PMID_32976798","T cell","GZMB","NKG7","FGFBP2","GZMH","KLRD1","PRF1","TYROBP","FCGR3A","PTGDS","KLRF1","CST7","TRDC","S100B","CCL5","SPON2","PLAC8","C1orf21","CTSW","ZEB2","PLEK","TRGC1","CYBA","PRSS23","CD247","KIR2DL3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/2_PMID_32976798","T cell","GZMK","CCL5","CD8B","CCL4","AC069363.1","CD8A","UBE2S","VNN2","ADAM28","PCAT29","AC131056.3","LYST","IGLV3-21","HLA-DRA","ETV1","ADGRG3","HLA-DRB1","NSMCE3","CYBB","HLA-DQA1","HLA-DQA2","SMIM24","CRACR2B","HULC","GZMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/3_PMID_32976798","T cell","IL7R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/4_PMID_32976798","T cell","CCL5","CCL4","GZMK","CST7","NKG7","CD8B","CMC1","CD8A","SRGN","CCL4L2","GZMA","XCL2","CXCR4","RGS1","TUBA4A","KLRD1","ZEB2","HLA-DRB1","XCL1","SRSF7","HLA-DQA1","TNFRSF9","NR4A2","YPEL5","HLA-DPB1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/5_PMID_32976798","T cell","DNAJB1","CCL5","HSPA1B","HSPA6","CD69","ZFAND2A","GZMA","CCL4L2","JUN","HSPA1A","APOC3","RGS2","CCL4","DNAJA1","CCL3L3","CD8B","FOS","APOA1","APOA2","ID2","ORM1","DNAJB4","HSP90AA1","APOC1","GZMK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/6_PMID_32976798","T cell","JUNB","IGHG4","FTH1","ITM2B","CREM","VIM","GLTSCR2","TPT1","IGHG3","MCL1","SRSF2","UQCRB","RGCC","CD8A","BTG1","ACVR2B","LMNA","IGKC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/7_PMID_32976798","T cell","XCL1","CCL5","CCL4","TYROBP","CCL4L2","CCL3","KLRD1","FCER1G","RP11-291B21.2","GZMK","CMC1","PIK3R1","NR4A2","AREG","CD160","IRF8","REL","CD8B","SPRY1","YPEL5","ID2","NR4A3","ZNF683","RASGEF1B","AC092580.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma",32976798,"T cell/8_PMID_32976798","T cell","IL32","TIGIT","CARD16","LAIR2","CD27","TNFRSF4","CTLA4","BATF","TRAC","CTSC","RGS1","ICOS","HLA-A","TBC1D4","SAT1","FOXP3","ARID5B","TNFRSF9","AC017002.1","TNFRSF18","LINC00152","IL2RA","DNPH1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
